SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype Path,Source Archetype Reference Node ID
3051,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.dob_alternative.v0.0.1-alpha,id4,/items[id4],
3058,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.dod_alternative.v0.0.1-alpha,id4,/items[id4],
3104,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.dwelling.v0.0.1-alpha,id5,/items[id5],
3122,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.education_record.v1.0.1,id11,/items[id11],
3134,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.electronic_communication.v1.0.2,id5,/items[id5],
3165,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_faeces.v0.0.2-alpha,id8,/items[id8],
3179,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_lesion.v0.0.1-alpha,id8,/items[id8],
3198,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_tendon_reflexes.v0.0.2-alpha,id16,/items[id13]/items[id16],
3203,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_tendon_reflexes.v0.0.2-alpha,id8,/items[id8],
3218,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id26,/items[id15]/items[id26],
3260,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id8,/items[id8],
3335,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam-hip_joint.v0.0.1-alpha,id0.15,/items[id0.3]/items[id0.15],
3429,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam.v1.0.10-alpha,id8,/items[id8],
3437,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.exam.v2.0.1,id8,/items[id8],
3475,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.financial_record.v0.0.1-alpha,id7,/items[id7],
3482,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.gait.v0.0.1-alpha,id8,/items[id8],
3487,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.genetic_variant_presence.v0.0.1-alpha,id4,/items[id4],
3590,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.health_event.v0.0.1-alpha,id11,/items[id11],
3611,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.housing_record.v1.0.0,id15,/items[id15],
3697,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.imaging_exam.v1.1.2,id8,/items[id8],
3714,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.imaging_myometrial_lesion.v0.0.1-alpha,id53,/items[id53],
3730,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.information_resource.v1.0.1,id8,/items[id8],
3749,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.inspection_body_fluid.v0.0.1-alpha,id8,/items[id8],
3760,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.interpreter_request.v1.0.0,id4,/items[id4],
3778,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.item_transport.v1.0.1,id6,/items[id6],
3785,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.knowledge_base_reference.v1.0.1,id5,/items[id5],
3804,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.laboratory_test_analyte.v1.1.6,id4,/items[id4],
3812,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.language.v1.0.2,id5,/items[id5],
3850,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.media_file.v1.0.2,id8,/items[id8],
3953,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.microscopy_breast_carcinoma.v1.0.0,id180,/items[id65]/items[id126]/items[id180],
3972,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.microscopy_breast_carcinoma.v1.0.0,id146,/items[id95]/items[id104]/items[id145]/items[id146],
4040,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.occupation_record.v1.1.0,id15,/items[id15],
4057,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.oedema.v0.0.1-alpha,id8,/items[id8],
4061,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.organization.v1.0.1,id20,/items[id20],
4077,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.person.v1.0.2,id11,/items[id11],
4097,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.physiological_monitoring.v0.0.1-alpha,id7,/items[id7],
4101,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.problem_qualifier.v2.0.0,id111,/items[id111],
4118,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.procedure_preparation.v0.0.1-alpha,id16,/items[id16],
4136,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.religion.v1.1.0,id3,/items[id3],
4152,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.sequencing_assay.v0.0.1-alpha,id38,/items[id38],
4169,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.severity_rating_scale.v0.0.1-alpha,id16,/items[id16],
4194,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.skin_sensation.v0.0.1-alpha,id8,/items[id8],
4200,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.specimen_container.v1.0.0,id37,/items[id37],
4219,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.specimen_processing.v1.0.0,id96,/items[id96],
4232,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.specimen.v1.1.2,id46,/items[id46],
4260,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.symptom_sign.v2.1.0,id164,/items[id164],
4401,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Order.care_plan_request.v0.0.1-alpha,id20,/activities[id2]/description[id20],
4443,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id168,/activities[id2]/description[id168],
4488,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Order.supplemental_oxygen_order.v0.0.1-alpha,id41,/activities[id2]/description[id41],
4505,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Order.therapeutic_item_order.v0.0.1-alpha,id168,/activities[id2]/description[id168],
4522,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Questionnaire_response.device_screening.v0.0.1-alpha,id26,/data[id23]/items[id26],
4533,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Questionnaire_response.exposure_screening.v1.0.1,id18,/data[id10]/items[id18],
4541,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Questionnaire_response.family_history_screening_questionnaire.v0.0.1-alpha,id29,/data[id10]/items[id29],
4549,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Questionnaire_response.hearing_screening_result.v0.0.1-alpha,id28,/data[id28],
4564,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Questionnaire_response.hearing_screening_result.v0.0.1-alpha,id121,/qualifiers[id121],
4586,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.abc_score_massive_transfusion.v0.0.1-alpha,id18,/data[id18],
4590,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.abc_stroke_risk_score.v0.0.1-alpha,id13,/data[id13],
4625,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.alcohol_audit.v0.0.1-alpha,id35,/data[id35],
4692,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.braden_scale_q.v0.0.1-alpha,id35,/data[id35],
4702,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.braden_scale.v1.2.1,id35,/data[id35],
4705,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.bristol_stool_scale.v0.0.1-alpha,id5,/data[id5],
4850,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.critical_pain_observation_tool.v0.0.1-alpha,id27,/data[id27],
4962,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.glasgow_coma_scale_paediatric.v0.0.1-alpha,id38,/data[id38],
4970,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.glasgow_coma_scale.v1.2.0,id38,/data[id38],
4986,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.hannallah_pain_scale.v0.0.1-alpha,id28,/data[id28],
5062,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.humpty_dumpty_falls_risk_assessment_tool.v0.0.1-alpha,id36,/data[id36],
5112,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.modified_barthel_index.v0.0.1-alpha,id48,/data[id48],
5171,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.news_uk_rcp.v1.2.2,id45,/data[id45],
5181,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.oucher_pain_scale.v0.0.1-alpha,id7,/data[id7],
5345,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Score.waterlow_score.v0.0.1-alpha,id20,/data[id20],
1269,Communication aid,Active,104891-7,Communication aid Person Narrative,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id23,/data[id23],
1265,Communication capability,Active,104956-8,Communication capability information panel,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id1,/,
1267,Communication Capability Per language,Active,104957-6,Communication capability per language Person Narrative,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id16,/data[id16],
1047,Complication,Active,19817-6,Complications Patient Type Stdy Nom,Active,General,False,s2-EHR-Action.procedure.v1.4.3,id7,/description[id7],
1221,Complications,Active,19817-6,Complications Patient Type Stdy Nom,Active,General,False,s2-EHR-Assessment.art_cycle_summary.v1.0.0,id58,/data[id58],
1144,Condition,Active,75323-6,Condition Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.advance_care_directive.v2.0.1,id8,/data[id8],
1222,Condition,Active,75323-6,Condition Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.art_cycle_summary.v1.0.0,id59,/data[id58]/items[id59],
1257,Condition,Active,75323-6,Condition Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.cause_of_death.v1.0.1,id19,/data[id21]/items[id19],
1592,Condition,Active,75323-6,Condition Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.precaution.v1.0.4,id3,/data[id3],
4069,Condition,Active,75323-6,Condition Patient Find Pt Nom,Active,General,False,s2-EHR-Node.other_significant_conditions.v0.0.1-alpha,id2,/items[id2],
1912,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.audiogram_result.v0.0.1-alpha,id165,/state[id165],
1935,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.auditory_brainstem_response_result.v0.0.1-alpha,id33,/state[id33],
1941,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.avpu.v0.0.1-alpha,id15,/state[id15],
1960,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.behavioural_observation_audiometry_result.v0.0.1-alpha,id33,/state[id33],
1967,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2.0.6,id12,/state[id12],
1976,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_segment_area.v1.0.2,id12,/state[id12],
1988,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_segment_circumference.v1.0.1,id12,/state[id12],
2010,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_segment_length.v1.1.1,id12,/state[id12],
2018,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_surface_area.v1.1.3,id22,/state[id22],
2027,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2.1.5,id67,/state[id67],
2032,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.body_weight.v2.1.6,id26,/state[id26],
2039,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.capillary_refill.v1.0.0,id24,/state[id24],
2044,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.chest_circumference.v0.0.1-alpha,id10,/state[id10],
2126,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.ecg_result.v1.0.4,id80,/state[id80],
2137,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.ejection_fraction.v0.0.1-alpha,id9,/state[id9],
2182,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.exam.v1.1.3,id9,/state[id9],
2225,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.fetal_heart.v0.0.1-alpha,id23,/state[id23],
2302,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.fundoscopic_examination.v0.0.1-alpha,id141,/state[id141],
2337,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.head_circumference.v1.0.3,id10,/state[id10],
2353,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.height.v2.0.8,id20,/state[id20],
2358,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.hip_circumference.v1.0.0,id10,/state[id10],
2370,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.jugular_venous_pressure.v0.0.1-alpha,id19,/state[id19],
2421,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.nine_hole_peg_test.v1.0.0,id65,/state[id65],
2430,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.nyha_heart_failure.v1.0.2,id18,/state[id18],
2435,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.pf_ratio.v1.0.0,id11,/state[id11],
2454,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.skeletal_age.v0.0.1-alpha,id29,/state[id29],
2484,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.spirometry_result.v2.0.0,id99,/state[id99],
2701,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Direct_observation.waist_circumference.v1.0.3,id10,/state[id10],
2751,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Imaging.imaging_exam_result.v1.1.1,id49,/state[id49],
4571,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Questionnaire_response.hearing_screening_result.v0.0.1-alpha,id141,/state[id141],
4707,Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Score.bristol_stool_scale.v0.0.1-alpha,id15,/state[id15],
3932,Confounding issues,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Node.microscopy_breast_carcinoma.v1.0.0,id44,/items[id16]/items[id21]/items[id44],
4064,Contact person,Active,90057-1,Contact name Organization Pn Pt Nom,Active,General,False,s2-EHR-Node.organization.v1.0.1,id3,/items[id3],s2-EHR-Node.person.v1.0.2
1661,Contact type,Active,75525-6,Type of encounter [MSCDM],Active,General,False,s2-EHR-Assessment.reason_for_encounter.v1.0.2,id3,/data[id3],
4204,Container type,Active,74384-9,Specimen container Specimen Type Pt Nom,Active,Lab Test,False,s2-EHR-Node.specimen_container.v1.0.0,id6,/items[id6],
1294,Contraindication,Active,64100-1,Contraindication Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.contraindication.v1.1.1,id1,/,
1256,Contributing conditions,Active,68345-8,Secondary cause of death,Active,General,False,s2-EHR-Assessment.cause_of_death.v1.0.1,id21,/data[id21],
1118,Country,Active,65649-6,Country Facility Loc Pt Nom,Active,General,False,s2-EHR-Admin_entry.travel_event.v0.0.1-alpha,id12,/data[id11]/items[id12],
2772,Country,Active,99955-7,Country Entity Loc Pt Nom,Active,General,False,s2-EHR-Node.address.v1.1.0,id7,/items[id7],
5478,Country,Active,65649-6,Country Facility Loc Pt Nom,Active,General,False,s2-Entity-Node.identifier_other_details.v0.0.1-alpha,id4,/items[id4],
5550,Country,Active,65649-6,Country Facility Loc Pt Nom,Active,General,False,s2-Entity-Node.person_other_death_data.v0.0.1-alpha,id2,/items[id2],
5556,Country,Active,65649-6,Country Facility Loc Pt Nom,Active,General,False,s2-Entity-Node.registration_other_data.v0.0.1-alpha,id3,/items[id3],
5417,Country identifier,Active,99955-7,Country Entity Loc Pt Nom,Active,General,False,s2-Entity-Address.address.v0.0.1-alpha,id10,/description[id10],
1235,Country of birth,Active,78746-5,Country of birth Patient Loc Pt Nom,Active,General,False,s2-EHR-Assessment.birth_summary.v0.0.1-alpha,id3,/data[id3],
5519,Country of birth,Active,78746-5,Country of birth Patient Loc Pt Nom,Active,General,False,s2-Entity-Node.person_birth_data_iso.v0.0.1-alpha,id3,/items[id3],
1654,Course description,Active,89261-2,Clinical course Patient Find Pt Nom,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id73,/data[id73],
4109,Course label,Active,66020-9,Course of disorder Patient Find Pt Nom,Active,General,False,s2-EHR-Node.problem_qualifier.v2.0.0,id78,/items[id78],
4854,CPOT Confounding factors,Active,fb81232d-69e8-ee11-8869-6045bdc71c8b,Confounding factors,Active,General,False,s2-EHR-Score.critical_pain_observation_tool.v0.0.1-alpha,id34,/state[id34],
1154,Criticality,Active,82606-5,Allergy or intolerance criticality Patient Imp Pt Ord,Active,General,False,s2-EHR-Assessment.adverse_reaction_risk.v2.0.0,id102,/data[id102],
2196,Crown-rump length (CRL),Active,11957-8,Length.crown rump Fetus Len Pt Qn US.measured,Active,Procedure - Imaging,False,s2-EHR-Direct_observation.fetal_biometry.v1.0.2,id5,/data[id5],
1516,Cumulative duration,Active,91383-0,Medication duration Patient Time Pt Qn Reported,Active,General,False,s2-EHR-Assessment.medication_summary.v1.0.1,id28,/data[id28],
4105,Current/Past?,Active,104918-8,Problem historical indicator Narrative,Active,General,False,s2-EHR-Node.problem_qualifier.v2.0.0,id61,/items[id61],
1381,Date of birth,Active,54124-3,Birth date Family member,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id6,/data[id4]/items[id6],
1380,Date of death,Active,81954-0,Date of death Patient Date Pt Qn,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id59,/data[id4]/items[id59],
2912,Date of Entry,Active,50786-3,Date of entry,Active,General,False,s2-EHR-Node.country_visited.v0.0.1-alpha,id4,/items[id4],
2951,Date of expiry,Active,74712-1,Expiration date {Device} Date Pt Qn,Active,General,False,s2-EHR-Node.device.v1.1.2,id8,/items[id8],
2949,Date of manufacture,Active,104926-1,Device manufacture date,Active,General,False,s2-EHR-Node.device.v1.1.2,id6,/items[id6],
1356,Date of Onset,Active,76425-8,Date of onset Patient Date Pt Qn Reported,Active,General,False,s2-EHR-Assessment.exposure.v0.0.1-alpha,id12,/data[id11]/items[id12],
4400,Date of onset,Active,345b13d7-cde7-ee11-8869-6045bdc71c8b,Start date and time,Active,General,False,s2-EHR-Order.care_plan_request.v0.0.1-alpha,id19,/activities[id2]/description[id19],
3126,Date started,Active,95895-9,Start date Event Date Pt Qn,Active,General,False,s2-EHR-Node.education_record.v1.0.1,id6,/items[id6],
1650,Date/time of clinical recognition,Active,63931-0,Date of diagnosis Patient Date Pt Qn,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id4,/data[id4],
1320,Date/time of death,Active,81956-5,Date and time of death Patient TmStp Pt Qn,Active,General,False,s2-EHR-Assessment.death_summary.v1.0.0,id93,/data[id93],
1656,Date/time of onset,Active,76425-8,Date of onset Patient Date Pt Qn Reported,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id78,/data[id78],
1649,Date/Time of resolution,Active,104919-6,Date and time of condition resolution,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id31,/data[id31],
4228,Date/time received,Active,63572-2,Time received in laboratory Specimen TmStp Pt Qn,Active,Lab Test,False,s2-EHR-Node.specimen.v1.1.2,id35,/items[id35],
5553,Death certificate number,Active,22019-4,Death certificate number Patient ID Pt Nom,Active,General,False,s2-Entity-Node.person_other_death_data.v0.0.1-alpha,id5,/items[id5],
1374,Deceased Indicator,Active,104923-8,Deceased indicator Person Narrative,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id24,/data[id4]/items[id24],
1001,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Action.care_plan.v0.0.1-alpha,id22,/description[id22],
1009,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Action.imaging_exam.v0.0.1-alpha,id19,/description[id19],
1037,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Action.procedure.v1.4.3,id50,/description[id50],
1053,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Action.screening.v0.0.1-alpha,id14,/description[id14],
1064,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Action.service.v1.0.1,id14,/description[id14],
