SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype path,Source Archetype reference ID,,,,,,,,
1965,Medication order/Order/Order details/Order start criterion,Active,104784-4,Medication start criterion Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id12,/activities[id2]/description[id114]/items[id12],,,,,,,,,
1966,Medication order/Order/Order details/Order start date/time,Active,95895-9,Start date Event Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id13,/activities[id2]/description[id114]/items[id13],,,,,,,,,
1967,Medication order/Order/Dispense directions,Active,107131-5,Medication dispense directions information panel Medication - Pt -,Active,General,False,s2-EHR-Order.medication_order.v5,id130,/activities[id2]/description[id130],,,,,,,,,
1968,Medication order/Order/Medication safety/Maximum dose/Maximum amount,Active,104822-2,Medication maximum dose amount Medication Num Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id131,/activities[id2]/description[id63]/items[id52]/items[id131],,,,,,,,,
1969,Medication order/Order/Dispense directions/Substitution direction,Active,104804-0,Medication substitution criterion Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id133,/activities[id2]/description[id130]/items[id133],,,,,,,,,
1970,Medication order/Order/Order details/Order stop date/time,Active,104748-9,Medication order stop Patient Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id14,/activities[id2]/description[id114]/items[id14],,,,,,,,,
1971,Medication order/Order/Dispense directions/Priority,Active,104808-1,Medication dispense priority Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id140,/activities[id2]/description[id130]/items[id140],,,,,,,,,
1972,Medication order/Order/Medication,Active,74078-7,Medication or other substance details panel [AHRQ],Active,General,False,s2-EHR-Order.medication_order.v5,id144,/activities[id2]/description[id144],s2-ENTITY-Entity_ref_node.medication_type_ref.v1.1.0,,,,,,,,
1973,Medication order/Order/Therapeutic intent,Active,104803-2,Therapeutic intent Patient Imp Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id149,/activities[id2]/description[id149],,,,,,,,,
1974,Medication order/Order/Medication safety/Total daily effective dose,Active,104775-2,Medication total daily effective dose Medication Dosage Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id151,/activities[id2]/description[id63]/items[id151],,,,,,,,,
1975,Medication order/Order/Medication safety/Total daily effective dose/Total daily amount,Active,104810-7,Medication total daily amount Medication Num 24H Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id152,/activities[id2]/description[id63]/items[id151]/items[id152],,,,,,,,,
1976,Medication order/Order/Dispense directions/Non-substitution reason,Active,104703-4,Medication non-substitution reason Patient Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id155,/activities[id2]/description[id130]/items[id155],,,,,,,,,
1977,Medication order/Order/Dispense directions/Dispensing start date,Active,106197-7,Start date and time Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id156,/activities[id2]/description[id130]/items[id156],,,,,,,,,
1978,Medication order/Order/Dispense directions/Dispensing expiry date,Active,104791-9,Medication dispense expiry date Medication Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id162,/activities[id2]/description[id130]/items[id162],,,,,,,,,
1979,Medication order/Order/Medication safety/Safety override/Override reason,Active,104777-8,Medication safety override reason Patient Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id163,/activities[id2]/description[id63]/items[id179]/items[id163],,,,,,,,,
1980,Medication order/Order/Medication safety/Total daily effective dose/Purpose,Active,72d04cf1-6882-ef11-8870-6045bdc71c8b,Total daily effective dose - Purpose,Active,General,False,s2-EHR-Order.medication_order.v5,id166,/activities[id2]/description[id63]/items[id151]/items[id166],,,,,,,,,
1981,Medication order/Order/Additional details,Active,46696-1,Additional comments [RFC],Active,General,False,s2-EHR-Order.medication_order.v5,id167,/activities[id2]/description[id167],,,,,,,,,
1982,Medication order/Order/Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id168,/activities[id2]/description[id168],,,,,,,,,
1983,Medication order/Order/Order details/Order stop criterion,Active,104746-3,Medication stop criteria Patient Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id17,/activities[id2]/description[id114]/items[id17],,,,,,,,,
1984,Medication order/Order/Dispense directions/Dispense details,Active,46696-1,Additional comments [RFC],Active,General,False,s2-EHR-Order.medication_order.v5,id171,/activities[id2]/description[id130]/items[id171],,,,,,,,,
1985,Medication order/Order/Medication safety/Safety override/Overriden safety advice,Active,104725-7,Medication overridden safety advice Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id172,/activities[id2]/description[id63]/items[id179]/items[id172],,,,,,,,,
1986,Medication order/Order/Specific directions description,Active,104792-7,Medication administration specific directions Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id174,/activities[id2]/description[id174],,,,,,,,,
1987,Medication order/Order/Dosage justification,Active,104809-9,Medication dosage justification Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id175,/activities[id2]/description[id175],,,,,,,,,
1988,Medication order/Order/Dose and timing,Active,57833-6,Prescription for medication {Setting} Find Pt Doc {Role},Active,Clinical Document,False,s2-EHR-Order.medication_order.v5,id178,/activities[id2]/description[id178],s2-EHR-Info_node.therapeutic_direction.v2.0.0,,,,,,,,
1989,Medication order/Order/Medication safety/Safety override,Active,104707-5,Medication safety override Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id179,/activities[id2]/description[id63]/items[id179],,,,,,,,,
1990,Medication order/Order/Clinician guidance,Active,104736-4,Clinician guidance Medication Type Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id180,/activities[id2]/description[id180],,,,,,,,,
1991,Medication order/Order/Clinical indication,Active,104720-8,Clinical indication Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id19,/activities[id2]/description[id19],,,,,,,,,
1992,Medication order/Order,Active,c372922c-e68b-ef11-8872-6045bdc71c8b,Medication Order,Active,General,False,s2-EHR-Order.medication_order.v5,id2,/activities[id2],,,,,,,,,
1993,Medication order/Order/Additional instruction,Active,104796-8,Medication additional instruction Medication Doc Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id45,/activities[id2]/description[id45],,,,,,,,,
1994,Medication order/Order/Parsable directions,Active,104818-0,Medication parsable directions Medication Type Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id48,/activities[id2]/description[id48],,,,,,,,,
1995,Medication order/Order identifier,Active,104756-2,Order identifier Patient ID Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id5,/qualifiers[id5],,,,,,,,,
1996,Medication order/Order/Order details/Duration of order completed,Active,104787-7,Medication duration completed Medication Time RptPeriod Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id51,/activities[id2]/description[id114]/items[id51],,,,,,,,,
1997,Medication order/Order/Medication safety/Maximum dose,Active,104778-6,Medication maximum dose Medication Dosage Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id52,/activities[id2]/description[id63]/items[id52],,,,,,,,,
1998,Medication order/Order/Medication safety/Maximum dose/Allowed period,Active,104790-1,Medication maximum dose allowed period Medication Time Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id54,/activities[id2]/description[id63]/items[id52]/items[id54],,,,,,,,,
1999,Medication order/Order/Order details/Administrations completed,Active,107148-9,Administrations completed Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id61,/activities[id2]/description[id114]/items[id61],,,,,,,,,
2000,Medication order/Order/Medication safety,Active,107147-1,Medication safety information panel Medication - Pt -,Active,General,False,s2-EHR-Order.medication_order.v5,id63,/activities[id2]/description[id63],,,,,,,,,
2001,Medication order/Order/Medication safety/Exceptional safety override?,Active,104729-9,Medication exceptional safety override Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v5,id65,/activities[id2]/description[id63]/items[id65],,,,,,,,,
2002,Medication order/Order/Dispense directions/Dispense amount,Active,82767-5,Amount dispensed Medication Num Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v5,id66,/activities[id2]/description[id130]/items[id66],s2-EHR-Info_node.medication_supply_amount.v0.0.1-alpha,,,,,,,,
2003,Medication order/Order/Authorisation directions,Active,71573-0,Medication authorization Patient Type Pt Nom NEMSIS,Active,General,False,s2-EHR-Order.medication_order.v5,id70,/activities[id2]/description[id70],s2-EHR-Info_node.medication_authorisation.v0.0.1-alpha,,,,,,,,
2004,Medication order/Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2005,Medication order/Order/Route,Active,71468-3,Route Medication,Active,General,False,s2-EHR-Order.medication_order.v5,id92,/activities[id2]/description[id92],,,,,,,,,
2006,Medication order/Order/Body site,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id93,/activities[id2]/description[id93],s2-EHR-Info_node.anatomical_location.v1.2.3,,,,,,,,
2007,Medication order/Order/Administration method,Active,104817-2,Medication administration method Medication Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v5,id95,/activities[id2]/description[id95],,,,,,,,,
2008,Medication order/Order/Administration device,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Order.medication_order.v5,id96,/activities[id2]/description[id96],s2-EHR-Entity_ref_node.device_ref.v1.0.0,,,,,,,,
2009,Dosage,Active,18817-7,Medication dose,Active,General,False,s2-EHR-Info_node.dosage.v3,id1,/,,,,,,,,,
2010,Dosage/Administration duration,Active,91383-0,Medication duration Patient Time Pt Qn Reported,Active,General,False,s2-EHR-Info_node.dosage.v3,id103,/items[id103],,,,,,,,,
2011,Dosage/Administration rate,Active,52426-4,"Administered medication, Rate",Active,General,False,s2-EHR-Info_node.dosage.v3,id135,/items[id135],,,,,,,,,
2012,Dosage/Dose formula,Active,edf5b68a-7082-ef11-8870-6045bdc71c8b,Dosage formula,Active,General,False,s2-EHR-Info_node.dosage.v3,id136,/items[id136],,,,,,,,,
2013,Dosage/Dose,Active,30973-2,Dose number Patient Num Pt Qn,Active,General,False,s2-EHR-Info_node.dosage.v3,id145,/items[id145],,,,,,,,,
2014,Dosage/Dosage sequence,Active,a45a1001-7082-ef11-8870-6045bdc71c8b,Medication dosage sequence,Active,General,False,s2-EHR-Info_node.dosage.v3,id165,/items[id165],,,,,,,,,
2015,Dosage/Alternate dose,Active,f4469b91-7082-ef11-8870-6045bdc71c8b,Alternate dosage,Active,General,False,s2-EHR-Info_node.dosage.v3,id177,/items[id177],,,,,,,,,
2016,Dosage/Dose description,Active,9d469b91-7082-ef11-8870-6045bdc71c8b,Dosage description,Active,General,False,s2-EHR-Info_node.dosage.v3,id179,/items[id179],,,,,,,,,
2017,Dosage/Daily timing,Active,18818-5,Medication timing + Quantity,Active,General,False,s2-EHR-Info_node.dosage.v3,id38,/items[id38],,,,,,,,,
2018,Therapeutic direction,Active,8a93e549-7282-ef11-8870-6045bdc71c8b,Therapeutic direction panel,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id1,/,,,,,,,,,
2019,Therapeutic direction/Maximum number of administrations,Active,104733-1,Maximum number of administrations Patient Num Pt Qn,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id173,/items[id173],,,,,,,,,
2020,Therapeutic direction/Dosage,Active,18817-7,Medication dose,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id177,/items[id177],s2-EHR-Info_node.dosage.v3.0.0,,,,,,,,
2021,Therapeutic direction/Review criterion,Active,104749-7,Review criteria Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id178,/items[id178],,,,,,,,,
2022,Therapeutic direction/Order start date/time,Active,104782-8,Order start date Patient Date Pt Qn,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id179,/items[id179],,,,,,,,,
2023,Therapeutic direction/Order stop date/time,Active,104748-9,Medication order stop Patient Date Pt Qn,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id180,/items[id180],,,,,,,,,
2024,Therapeutic direction/Direction sequence,Active,104824-8,Therapeutic direction sequence Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id58,/items[id58],,,,,,,,,
2025,Therapeutic direction/Direction duration,Active,104793-5,Therapeutic direction duration Patient Time Pt Qn,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id67,/items[id67],,,,,,,,,
2026,Therapeutic direction/Repetition timing,Active,104719-0,Direction repetition timing Patient Time Pt Qn,Active,General,False,s2-EHR-Info_node.therapeutic_direction.v2,id91,/items[id91],,,,,,,,,
2027,Medication history,Active,a591c089-6982-ef11-8870-6045bdc71c8b,Medication history information panel,Active,General,False,s2-EHR-Section.medication_history_heading.v2,id1,/,,,,,,,,,
2028,Medication history/Medication order,Active,cfa8c219-f249-ef11-886e-6045bdc71c8b,Medication order information panel,Active,General,False,s2-EHR-Section.medication_history_heading.v2,id2,/items[id2],s2-EHR-Order.medication_order.v5.0.0,,,,,,,,
2029,Medication history/Action history,Active,11492282-6982-ef11-8870-6045bdc71c8b,Medication action history list,Active,General,False,s2-EHR-Section.medication_history_heading.v2,id3,/items[id3],,,,,,,,,
2030,Medication history/Action history/Specific action,Active,14f2d87b-6982-ef11-8870-6045bdc71c8b,Medication action  ,Active,General,False,s2-EHR-Section.medication_history_heading.v2,id4,/items[id3]/items[id4],s2-EHR-Action.medication.v1.2.5,,,,,,,,
2031,Simple medication List,Active,104207-6,Medication administration list Pharmacy ID Episode Nom,Active,General,False,s2-EHR-Composition.simple_medication_list.v2,id1,/,,,,,,,,,
2032,Simple medication List/Medication order,Active,cfa8c219-f249-ef11-886e-6045bdc71c8b,Medication order information panel,Active,General,False,s2-EHR-Composition.simple_medication_list.v2,id2,/content[id2],s2-EHR-Order.medication_order.v5.0.0,,,,,,,,
2033,Simple medication List/Author,Active,52457-9,Provider Information,Retired,General,False,s2-EHR-Composition.simple_medication_list.v2,id21,/author[id21],s2-EHR-Entity_ref_node.healthcare_professional_ref.v1.0.0,,,,,,,,
2034,Patient/External patient identifier/Patient identifier,Active,76435-7,Identifier Patient ID Pt Nom,Active,General,False,s2-ENTITY-Party_relationship.patient.v1,id130,/other_details[id30]/items[id130],,,,,,,,,
2035,Patient/External patient identifier/Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-ENTITY-Party_relationship.patient.v1,id131,/other_details[id30]/items[id131],,,,,,,,,
2036,Patient/External patient identifier,Active,ca6778ff-1fb4-ef11-8872-6045bdc71c8b,Person Identifier Information,Active,General,False,s2-ENTITY-Party_relationship.patient.v1,id30,/other_details[id30],,,,,,,,,
2048,Body Weight,Active,29463-7,Body weight Patient Mass Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id5,/data[id5],,,,,,,,,
2049,Birth Weight,Active,29463-7,Body weight Patient Mass Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id5,/data_series[id27]/items[id5],,,,,,,,,
2050,Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2051,Location of measurement,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id15,/qualifiers[id15],,,,,,,,,
2052,Heart Rate,Active,8867-4,Heart rate NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id5,/data[id5],,,,,,,,,
2053,Heart Rate,Active,8867-4,Heart rate NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id5,/data_series[id1043]/items[id5],,,,,,,,,
2054,Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2055,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id9,/state[id9],,,,,,,,,
2056,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id9,/state_series[id1144]/items[id9],,,,,,,,,
2057,Height-Length,Active,8302-2,Body height Patient Len Pt Qn,Active,General,False,s2-EHR-Direct_observation.height.v2,id5,/data[id5],,,,,,,,,
2058,Height-Length,Active,8302-2,Body height Patient Len Pt Qn,Active,General,False,s2-EHR-Direct_observation.height.v2,id5,/data_series[id22]/items[id5],,,,,,,,,
2059,Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.height.v2,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2060,Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2061,Respiratory Rate,Active,9279-1,Breaths Respiratory system NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id5,/data_series[id1043]/items[id5],,,,,,,,,
2062,Subject,Active,106184-5,Focal subject Entity Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id8000,/subject[id8000],s2-EHR-Entity_ref_node.party_ref.v1.0.0,,,,,,,,
2063,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id9,/state[id9],,,,,,,,,
2064,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id9,/state_series[id1144]/items[id9],,,,,,,,,
2065,ABO & Rh group BldCo Type Pt Nom,Active,34474-7,ABO & Rh group BldCo Type Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.ABORhGroupTypePtBldCoNomLabObs.v1,id1.1.1,/,,,,,,,,,
2066,ABO & Rh group Bld Type Pt Nom,Active,882-1,ABO & Rh group Bld Type Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.ABORhGroupTypePtBldNomLabObs.v1,id1.1.1,/,,,,,,,,,
2067,ABO & Rh group Bld BPU Type Pt Nom,Active,881-3,ABO & Rh group Bld BPU Type Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.ABORhGroupTypePtSerPlasBPUNomLabObs.v1,id1.1.1,/,,,,,,,,,
2068,Acanthocytes [Presence] in Blood,Active,104704-2,Acanthocytes Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.AcanthocytesPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2069,Acer negundo Ab.IgE Ser ACnc Pt Qn,Active,7155-5,Acer negundo Ab.IgE Ser ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AcerNegundoAbIgEACncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2070,Acetaminophen Ser/Plas MCnc Pt Qn,Active,3298-7,Acetaminophen Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AcetaminophenMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2071,Acid phosphatase Bld CCnc Pt Qn,Active,1711-1,Acid phosphatase Bld CCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AcidphosphataseCCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2072,Activated clotting time.kaolin induced PPP Time Pt Qn Coag,Active,48344-6,Activated clotting time.kaolin induced PPP Time Pt Qn Coag,Active,Lab Test,False,s2-EHR-Info_node.ActivatedclottingtimeTimePtPPPQnCoagkaolininducedLabObs.v1,id1.1.1,/,,,,,,,,,
2073,Adenovirus DNA [Presence] in Specimen,Active,105887-4,Adenovirus DNA PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.AdenovirusDNAPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2074,Age Patient Time Pt Qn,Active,30525-0,Age Patient Time Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AgeLabObs.v1,id1.1.1,/,,,,,,,,,
2075,Albumin concentration given Patient Type Pt Qn,Active,10385-3,Albumin concentration given Patient Type Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminconcentrationgivenTypePtPatientQnLabObs.v1,id1.1.1,/,,,,,,,,,
2076,Albumin/Creatinine Urine MRto Pt Qn,Active,9318-7,Albumin/Creatinine Urine MRto Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminCreatinineMCrtoPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2077,Albumin/Creatinine Urine Ratio Pt Qn,Active,32294-1,Albumin/Creatinine Urine Ratio Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminCreatinineRatioPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2078,Albumin Urine MCnc 24H Qn,Active,21059-1,Albumin Urine MCnc 24H Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminMCnc24HUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2079,Albumin Body fld MCnc Pt Qn,Active,1747-5,Albumin Body fld MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminMCncPtBodyFldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2080,Albumin Synv fld MCnc Pt Qn,Active,1752-5,Albumin Synv fld MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminMCncPtSynvfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2081,Albumin Urine MCnc Pt Qn,Active,1754-1,Albumin Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2082,Albumin MCnc Pt Qn,Active,32293-3,Albumin MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminMCncPtXXXQnLabObs.v1,id1.1.1,/,,,,,,,,,
2083,Albumin/Protein.total Ser/Plas MFr Pt Qn,Active,35706-1,Albumin/Protein.total Ser/Plas MFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlbuminProteinTotalMFrPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2084,Albumin Urine PrThr Pt Ord,Active,1753-3,Albumin Urine PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.AlbuminPrThrPtUrineOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2085,Aldolase Ser/Plas CCnc Pt Qn,Active,1761-6,Aldolase Ser/Plas CCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AldolaseCCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2086,Aldosterone Ser/Plas MCnc Pt Qn,Active,1763-2,Aldosterone Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AldosteroneMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2087,Alkaline phosphatase isoenzyme Ser/Plas ACnc Pt Qn,Active,12805-8,Alkaline phosphatase isoenzyme Ser/Plas ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlkalinephosphataseisoenzymeACncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2088,Allergen.miscellaneous Ab.IgE.RAST class Ser PrThr Pt Ord,Active,33536-4,Allergen.miscellaneous Ab.IgE.RAST class Ser PrThr Pt Ord,Retired,Lab Test,False,s2-EHR-Info_node.AllergenmiscellaneousAbIgERASTclassPrThrPtSerOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2089,Alpha 1 antitrypsin Ser/Plas MCnc Pt Qn,Active,1825-9,Alpha 1 antitrypsin Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Alpha1AntitrypsinMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2090,Alpha-1-Fetoprotein.tumor marker Ser/Plas MCnc Pt Qn,Active,53962-7,Alpha-1-Fetoprotein.tumor marker Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Alpha1FetoproteintumormarkerMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2091,Alpha 1 globulin [Mass/volume] in Serum or Plasma,Active,104786-9,Alpha 1 globulin Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Alpha1globulinMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2092,Alpha 2 globulin [Mass/volume] in Serum or Plasma,Active,104799-2,Alpha 2 globulin Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Alpha2globulinMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2093,Alpha hydroxyalprazolam Urine MCnc Pt Qn,Active,19328-4,Alpha hydroxyalprazolam Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlphahydroxyalprazolamMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2094,Alpha hydroxyalprazolam PrThr Pt Ord,Active,61037-8,Alpha hydroxyalprazolam PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.AlphahydroxyalprazolamPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2095,Alpha hydroxytriazolam Urine MCnc Pt Qn,Active,60677-2,Alpha hydroxytriazolam Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlphahydroxytriazolamMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2096,Alpha-1-Fetoprotein Ser/Plas MCnc Pt Qn,Active,1834-1,Alpha-1-Fetoprotein Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlphaMinus1MinusFetoproteinMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2097,Alpha-Phenyl-2-Piperidine acetate Urine MCnc Pt Qn,Active,33507-5,Alpha-Phenyl-2-Piperidine acetate Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlphaPhenyl2PiperidineacetateMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2098,Alpha tocopherol Ser/Plas MCnc Pt Qn,Active,1823-4,Alpha tocopherol Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlphaTocopherolMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2099,ALPRAZolam Urine MCnc Pt Qn,Active,3313-4,ALPRAZolam Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.ALPRAZolamMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2100,Alternaria alternata Ab.IgE Ser ACnc Pt Qn,Active,6020-2,Alternaria alternata Ab.IgE Ser ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AlternariaalternataAbIgEACncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2101,Ambrosia elatior Ab.IgE Ser ACnc Pt Qn,Active,6085-5,Ambrosia elatior Ab.IgE Ser ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.AmbrosiaElatiorAbIgEACncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
